,lyrics,label
758,그녀와 나는요,0
759,언젠가 만날 거죠,0
760,변해버린 모습 변해버린 시간 속에,0
761,하지만 괜찮아 내 눈엔 아름답던,0
762,예전 모습 그대로 일 거예요,0
763,그녀도 날 못 잊을 거야 나는 믿어요,0
764,그만큼 사랑했죠,0
765,그래서 우린 한 번은 만나야만 해요,0
766,그녀의 친구라도 이 노랠 듣는다면,0
767,그녀에게 전해줘요,0
768,내가 아직 사랑한다고,0
769,우리가 처음 만난 그 시간 그 자리에,0
770,내가 매일 기다린다고,0
771,언제라도,0
772,그녀도 날 못 잊을 거야 나는 믿어요,0
773,그만큼 사랑했죠,0
774,그래서 우린 한 번은 만나야만 해요,0
775,그녀의 친구라도 이 노랠 듣는다면,0
776,그녀에게 전해줘요,0
777,내가 아직 사랑한다고,0
778,우리가 처음 만난 그 시간 그 자리에,0
779,내가 매일 기다린다고,0
780,그녀의 친구라도 이 노랠 듣는다면,0
781,그녀에게 전해줘요,0
782,내가 아직 사랑한다고,0
783,우리가 처음 만난 그 시간 그 자리에,0
784,내가 매일 기다린다고,0
785,내가 매일 기다린다고,0
786,팝콘이나 챙겨 껴들 생각 말고,0
787,내 손끝 툭 하나에 다 무너지는 중,0
788,가짜 쇼 치곤 화려했지,0
789,자 오늘 밤이야 난 독을 품은 꽃,0
790,네 혼을 빼앗은 다음,0
791,자 오늘 밤이야 난 독을 품은 꽃,0
792,네 혼을 빼앗은 다음,0
793,미안해 마요 이제야 난 깨달아요,0
794,내 절대 그대 짝이 아님을,0
795,괜찮을게요 영혼 밖에 팔 것 없는,0
796,못난 날 잘 비켜갔어요,0
797,그대 행복 내가 꼭 아니라도,0
798,지킨다면 그게 사랑일 테죠,0
799,그게 나의 몫이죠,0
800,잘 가요 내 소중한 사람,0
801,행복했어요,0
802,그래도 이것만 알아줘요,0
803,지금 그 사랑보다,0
804,결코 내 사랑이,0
805,부족하다거나 얕지 않음을,0
806,잊어도 돼요 나를 만난 시간들은,0
807,잠깐의 연극이라 여김을,0
808,잘한 거예요 아무리 난 노력해도,0
809,작은 희망도 없잖아요,0
810,"아주 멀리, 멀리 뛰어가세요",0
811,어떡해요 자꾸 잘못한 일만,0
812,떠오르는 걸,0
813,잘 가요 내 소중한 사람,0
814,행복했어요,0
815,그래도 이것만 알아줘요,0
816,지금 그 사랑보다 결코 내 사랑이,0
817,부족하다거나 얕지 않음을,0
818,어긋난 인연이 남겨놓은 사랑이란,0
819,날카로운 슬픔이군요,0
820,잘 가요 내 사랑아 고마웠어요,0
821,그래도 이것만 알아줘요,0
822,지금 그 사랑보다 결코 내 사랑이,0
823,부족하다거나 얕지 않음을,0
824,부족하다거나 얕지 않음을,0
825,이윽고 내가 한눈에,0
826,너를 알아봤을 때,0
827,모든 건 분명 달라지고 있었어,0
828,내 세상은 널 알기 전과 후로 나뉘어,0
829,니가 숨 쉬면 따스한 바람이 불어와,0
830,니가 웃으면 눈부신 햇살이 비춰,0
831,거기 있어줘서 그게 너라서,0
832,가끔 내 어깨에 가만히 기대주어서,0
833,나는 있잖아 정말 빈틈없이 행복해,0
834,너를 따라서 시간은 흐르고 멈춰,0
835,물끄러미 너를 들여다 보곤 해,0
836,그것 말고는 아무것도 할 수 없어서,0
837,너의 모든 순간 그게,0
838,나였으면 좋겠다,0
839,생각만 해도 가슴이 차올라,0
840,나는 온통 너로,0
841,보고 있으면 왠지 꿈처럼 아득한 것,0
842,몇 광년 동안 날 향해 날아온 별빛,0
843,또 지금의 너,0
844,거기 있어줘서 그게 너라서,0
845,가끔 나에게 조용하게 안겨주어서,0
846,나는 있잖아 정말 남김없이 고마워,0
847,너를 따라서 시간은 흐르고 멈춰,0
848,물끄러미 너를 들여다보곤 해,0
849,너를 보는 게 나에게는 사랑이니까,0
850,너의 모든 순간 그게,0
851,나였으면 좋겠다,0
852,생각만 해도 가슴이 차올라,0
853,나는 온통 너로,0
854,니 모든 순간 나였으면,0
855,내 나이는 20,0
856,하고도 플러스 2지,0
857,주위 친구들은 일찍,0
858,말도 안 돼 거짓말,0
859,내게 하지 마,0
860,티는 안 냈지만 짜증 나,0
861,사실 난 속 좁아서 다 빈말이야,0
862,그릇이 넓지 못한가 봐,0
863,주위 사람의 성공이 배 아파,0
864,매일 밤 열심히 하는 게 아마,0
865,뒤떨어질까 봐 일지 몰라,0
866,담배 한 대 피우고 한숨을 내뱉어,0
867,내가 난데 왜 이래,0
868,이러지 않았는데 나,0
869,진짜네,0
870,사실 잘 될 줄 난 몰랐는데,0
871,바쁘대,0
872,그래 다음에 시간 될 때 봐,0
873,축하는 하지만 안 불러줄래 네 노랜,0
874,어쩔 수 없어 내가 어른이 되길 먼저,0
875,“노래하지 마 발성부터 글렀다고,0
876,너 래퍼라면서 왜 이리 뚝딱거려,0
877,그건 그렇다 쳐 지금 얼굴 갖고,0
878,티비에 나온다니 정말 클났어”,0
879,신인 팀들 투정해 대기실이 비좁대,0
880,우린 부럽기만 한데,0
881,내 폴더 인사를 쌩깠던 선배 기억해,0
882,오래 못 가서 나락 갔지,0
883,월등함이면 몰라,0
884,열등감은 빠져 모양,0
885,남 좋은 일 하는 거니까,0
886,못 믿겠음 직접 지켜봐,0
887,진짜네,0
888,사실 잘 될 줄 난 몰랐는데,0
889,바쁘대,0
890,그래 다음에 시간 될 때 봐,0
891,축하는 하지만 안 불러줄래 네 노랜,0
892,어쩔 수 없어 내가 어른이 되길 먼저,0
893,모두가 너무 다 커 보여,0
894,네 자랑은 이제 안 부러워,0
895,라고 말하며 귀는 또 쫑긋 서,0
896,이제 내 차례야 라고 말하며 헛기침,0
897,거울을 보며 내게 물어,0
898,진짜네,0
899,사실 잘 될 줄 난 몰랐는데,0
900,바쁘대,0
901,그래 다음에 시간 될 때 봐,0
902,축하는 하지만 안 불러줄래 네 노랜,0
903,어쩔 수 없어 내가 어른이 되길 먼저,0
904,난 가장 높은 곳에서,0
905,아슬하게 아찔하게,0
906,두 손을 펼쳐,0
907,망설이지 마 뭐 어때,0
908,리듬에 맡겨 느낀 그대로,0
909,나조차도 어림잡지 못해,0
910,홀린 듯 몸을 맡겨,0
911,이 끌림이 싫진 않잖아,0
912,그치? 나를 따라 너를 던져봐,0
913,아슬하게 아찔하게,0
914,두 손을 펼쳐,0
915,리듬에 맡겨 느낀 그대로,0
916,춤춰봐 더 자유롭게 미쳐봐,0
917,왔어 우리에게 너무 좋은 날이,0
918,네가 원했던 이 순간이,0
919,움츠렸던 마음을 녹여,0
920,어제의 너를 잊어,0
921,리듬에 맡겨 느낀 그대로,0
922,끝까지 손을 뻗어,0
923,너와 함께 하고 싶은 일들을,0
924,상상하는 게,0
925,요즘 내 일상이 되고,0
926,너의 즐거워하는 모습을 보고 있으면,0
927,자연스레 따라 웃고 있는 걸,0
928,너의 행동에 설레어하고 뒤척이다가,0
929,지새운 밤이 많아지는데,0
930,이건 누가 봐도 사랑일 텐데,0
931,종일 함께면 질릴 텐데,0
932,나 돌아서도 온통 너인 건,0
933,아무래도 사랑인가 봐,0
934,점점 너와 하고 싶은 일들 생각하면서,0
935,하룰 보낸 날이 많아지는데,0
936,이건 누가 봐도 사랑일 텐데,0
937,종일 함께면 질릴 텐데,0
938,나 돌아서도 온통 너인 건,0
939,아무래도 사랑인가 봐,0
940,너의 행복해하는 모습을 보고 있으면,0
941,나도 모르게 따라 웃는데,0
942,이 정도면 알아줄 만하잖아,0
943,너도 용기 낼만 하잖아,0
944,나만 이런 게 아니라면,0
945,우리 만나볼 만하잖아,0
946,아무래도 사랑인가 봐,0
947,내가 만든 쿠키,0
948,너를 위해 구웠지,0
949,내가 만든 쿠키,0
950,너무 부드러우니,0
951,자꾸만 떠오르니,0
952,입맛 버리게 만들고 싶어,0
953,숨기고 있지만 널 더 보고 싶어,0
954,식사는 없어 배고파도,0
955,음료는 없어 목말라도,0
956,달콤한 맛만 디저트만 만,0
957,원하게 될 거 알잖아,0
958,식사는 없어 배고파도,0
959,음료는 없어 목말라도,0
960,달콤한 맛만 디저트만 만,0
961,원하게 될 거 알잖아,0
962,내가 만든 쿠키,0
963,너에게는 독이지,0
964,네 마음속을 녹이지,0
965,한입은 모자라니,0
966,정신 못 차리게 만들고 싶어,0
967,숨기고 있지만 널 더 보고 싶어,0
968,식사는 없어 배고파도,0
969,음료는 없어 목말라도,0
970,달콤한 맛만 디저트만 만,0
971,원하게 될 거 알잖아,0
972,식사는 없어 배고파도,0
973,음료는 없어 목말라도,0
974,달콤한 맛만 디저트만 만,0
975,원하게 될 거 알잖아,0
976,레시핀 없어 딴 데서는 못 찾아,0
977,난 재료 안 아끼지,0
978,네 다이어트를 망치고 싶어 나,0
979,식사는 없어 배고파도,0
980,음료는 없어 목말라도,0
981,달콤한 맛만 디저트만 만,0
982,원하게 될 거 알잖아,0
983,식사는 없어 배고파도,0
984,음료는 없어 목말라도,0
985,달콤한 맛만 디저트만 만,0
986,원하게 될 거 알잖아,0
987,내가 만든 쿠키,0
988,우리 집에만 있지 놀러 와,0
989,얼마든지 굽지,0
990,그런데 너 충치,0
991,생겨도 난 몰라,0
992,내가 만든 쿠키,0
993,우리 집에만 있지 놀러 와,0
994,얼마든지 굽지,0
995,그런데 너 충치,0
996,생겨도 난 몰라,0
997,1 2 3 4 5 6 7 8 9 10,0
998,더도 말고 덜도 말고 딱 그 정도만,0
999,한번 해보자,0
1000,우리 멀어져 보자,0
1001,딱 반 발자국만,0
1002,더도 말고 덜도 말고 딱 그 정도만,0
1003,한번 해보자,0
1004,우리 멀어져 보자,0
1005,자세히 보아야 예쁘다,0
1006,오래 보아야 사랑스럽다,0
1007,참 좋아하던 말이었는데 글쎄,0
1008,아무거나 눌러보다가,0
1009,한발자국 뒤에서,0
1010,보면 보이지 않던 아름다움이,0
1011,보인다는 말에,0
1012,집에 가는 길에,0
1013,액정 밖의 화면을 봤네,0
1014,맨날 본 똑같은 거리들이,0
1015,오늘따라 이상하게 예뻐 보이는 게,0
1016,싫은 것도 싫지 않아야 어른이 되지,0
1017,우리 조금만 반 발자국만,0
1018,한 발자국만 아님 반 발자국만,0
1019,멀어져 볼까,0
1020,1 2 3 4 5 6 7 8 9 10,0
1021,더도 말고 덜도 말고 딱 그 정도만,0
1022,한번 해보자,0
1023,우리 멀어져 보자,0
1024,딱 반 발자국만,0
1025,더도 말고 덜도 말고 딱 그 정도만,0
1026,한번 해보자,0
1027,우리 멀어져 보자,0
1028,꽃을 보았다 예뻤다,0
1029,자세히 보려고 꺾었다,0
1030,참 좋아하던 향이었는데 글쎄,0
1031,이제는 한 두번 누르는 향수처럼,0
1032,쉽게 피고 아쉽게 지는,0
1033,자세히 안 봐도 오래 안 봐도,0
1034,이 거리를 가득 채우는,0
1035,꽃들도 있더라고,0
1036,삐거덕 거리는,0
1037,빈 수레바퀴는,0
1038,쉼과 의심 그 사이 어딘가로 더,0
1039,미끄러져가는데,0
1040,일찍이 이미 희미해 져버린,0
1041,우리의 길 위 의미는 헤져버린,0
1042,목적지에 적힌 음표와 같아서,0
1043,1 2 3 4 5 6 7 8 9 10,0
1044,더도 말고 덜도 말고 딱 그 정도만,0
1045,한번 해보자,0
1046,우리 멀어져 보자,0
1047,딱 반 발자국만,0
1048,더도 말고 덜도 말고 딱 그 정도만,0
1049,한번 해보자,0
1050,우리 멀어져 보자,0
1051,더도 말고 덜도 말고 딱 그 정도만,0
1052,한번 해보자,0
1053,우리 멀어져 보자,0
1054,딱 반 발자국만,0
1055,더도 말고 덜도 말고 딱 그 정도만,0
1056,한번 해보자,0
1057,우리 멀어져 보자,0
1058,사랑이었다 별거 없던 내 하루에,0
1059,빛이 돼준 단한 사람,0
1060,나보다 나를 더 아껴 주던 너를,0
1061,그땐 왜 몰랐을까,0
1062,행복이었다 다시는 없을 것 같던,0
1063,잠시나마 행복했었다,0
1064,다른 사람 곁에 있는 널,0
1065,생각해 본 적 없지만,0
1066,이젠 너를 보내줘야 할 것 같아,0
1067,내가 아니라도,0
1068,눈부시게 사랑받았을 너라서,0
1069,그 소중한 시간을 나와 함께해 줘서,0
1070,고마웠어,0
1071,예쁘고 아름다웠던 너의 그날에,0
1072,함께했던 그 모든 순간이 행복했어,0
1073,내 전부였다 무엇도 바꿀 수 없던,0
1074,우리라서 행복했었다,0
1075,다른 누구라도,0
1076,나보다 더 좋은 사람 만나서,0
1077,이젠 나를 잊고 행복하게 살아,0
1078,내가 아니라도,0
1079,눈부시게 사랑받았을 너라서,0
1080,그 소중한 시간을 나와 함께해 줘서,0
1081,고마웠어,0
1082,예쁘고 아름다웠던 너의 그날에,0
1083,함께했던 그 모든 순간이 행복했어,0
1084,어두웠던 내 하루에,0
1085,빛이 되어주던 그날들을,0
1086,어떻게 잊고 살아,0
1087,과분했던 너라는 사람을 만나,0
1088,누구보다 사랑했었다,0
1089,내가 아니었다면,0
1090,눈부시게 사랑받았을 너란 걸,0
1091,이 세상에 누구보다 더 잘 알아서,0
1092,미안했어 너와 함께한 날들이,0
1093,더 말할 게 있을까,0
1094,행복한 기억만 가져갈게,0
1095,하얀 눈이 내려올 때면,0
1096,온 세상이 물들을 때면,0
1097,눈꽃이 피어나 또 빛이 나,0
1098,눈이 부신 너처럼,0
1099,꾹꾹 참아도,0
1100,네가 내게 불러 준,0
1101,늘 불안불안 해 꿈처럼 깰까 봐,0
1102,하늘에게 감사해,0
1103,하얀 눈이 내려올 때면,0
1104,온 세상이 물들을 때면,0
1105,눈꽃이 피어나 또 빛이 나,0
1106,눈이 부신 너처럼,0
1107,사랑할 수 밖에 없어서,0
1108,사랑한 네 손 잡고서,0
1109,첫 눈 위를 걸어 발자국을 새겨,0
1110,이 길 끝까지 걸어 갈 거야,0
1111,네 여자친구가 되고만 싶은 걸,0
1112,너의 곁에 있을게,0
1113,하얀 눈이 내려올 때면,0
1114,온 세상이 물들을 때면,0
1115,눈꽃이 피어나 또 빛이 나,0
1116,눈이 부신 너처럼,0
1117,사랑할 수 밖에 없어서,0
1118,사랑한 네 손 잡고서,0
1119,첫 눈 위를 걸어 발자국을 새겨,0
1120,이 길 끝까지 걸어 갈 거야,0
1121,매일 매일 너 때문에 행복해,0
1122,다른 누구 아닌 나를,0
1123,나도 믿기지 않아,0
1124,지금 네가 내 옆에,0
1125,이렇게 손 꼭 잡은 채 걷는다는 게,0
1126,하얀 눈보다 더 뽀얀 네 볼에,0
1127,다가오는 크리스마스에는,0
1128,기다리는 그 날만큼은,0
1129,네 곁에 있을래,0
1130,하루 종일 미리 미리 약속해,0
1131,사랑할 수 밖에 없어서,0
1132,사랑한 네 손 잡고서,0
1133,첫 눈 위를 걸어 발자국을 새겨,0
1134,이 길 끝까지 걸어 갈 거야,0
1135,잘 지냈지? 조금은 어색해 요즘 좋아 보여 인사 나누며,0
1136,사실 궁금한 게 너무 많았는데 반가움에 멍해졌죠,0
1137,생각보다 오래 된 것 같은 우리 수다스럽던 그때가 생각나,0
1138,뭐가 그렇게도 할 말이 많아서 밤을 지새우곤 했죠,0
1139,그리운 목소리 그리던 얼굴 참 많이도 기다렸어,0
1140,다시 만나자는 너의 한마디에 울컥 눈물이 나,0
1141,결국 너였단 걸,0
1142,알아,0
1143,기다림의 끝은 기적이 되고 기적 같은 우린 운명처럼,0
1144,서로를 알아보고 그렇게 눈앞에 서있죠,0
1145,우리 사랑했던 우리 다시 만나 그때 그 순간 그대로,0
1146,사랑했고 사랑할 거니까,0
1147,같이 듣던 노래 그때 그 거리를 이제 혼자 아닌 너와 둘이 걸어,0
1148,다시 오른쪽에 나란히 발맞춰 같은 노래를 부르죠,0
1149,그리운 만남을 그리던 날들 참 많이도 기다렸어,0
1150,다시 너를 만나 더욱 더 소중해 같은 마음이란 걸,0
1151,알아,0
1152,기다림의 끝은 기적이 되고 기적 같은 우린 운명처럼,0
1153,서로를 알아보고 그렇게 눈앞에 서있죠,0
1154,우리 사랑했던 우리 다시 만나 그때 그 순간 그대로,0
1155,사랑했고 사랑할 거니까,0
1156,처음 느낌 그대로 설렘이 가득한 날,0
1157,고마워 다시 돌아와줘서,0
1158,그때 그 순간처럼 날,0
1159,안아줘,0
1160,결국 기다림의 끝은 기적이 되고 기적 같은 우린 운명처럼,0
1161,서로를 알아보고 그렇게 눈앞에 서있죠,0
1162,우리 사랑했던 우리 다시 만나 그때 그 순간 그대로,0
1163,사랑했고 사랑할 거니까,0
1164,뭘 그리 찡그려 너,0
1165,사랑 그깟 거 따위 내 몸에 상처 하나도 어림없지,0
1166,너의 썩은 내 나는 향수나 뿌릴 바엔,0
1167,사랑 그깟 거 따위 내 눈에 눈물 한 방울 어림없지,0
1168,너의 하찮은 말에 미소나 지을 바엔,0
1169,하늘에선 마침 눈이 내려,0
1170,뭔가 잘 될 것 같은 예감,0
1171,하얀 거리마다,0
1172,행복해 보이는 연인들,0
1173,니 맘은 어떤지 내 맘과 같은지,0
1174,우리 시작해볼까,0
1175,오늘은 괜찮을까요,0
1176,내 맘이 전해질까요,0
1177,내리는 하얀 눈처럼,0
1178,너에게 닿을까요,0
1179,숨겨왔던 내 맘 전부 고백할게요,0
1180,바로 오늘 크리스마스이니까,0
1181,사실 그대도,0
1182,조금은 기댈 했잖아요,0
1183,못 이기는 척 웃는 너,0
1184,그런 니가 사랑스러워,0
1185,오늘은 괜찮을까요,0
1186,내 맘이 전해질까요,0
1187,내리는 하얀 눈처럼,0
1188,너에게 닿을까요,0
1189,숨겨왔던 내 맘 전부 고백할게요,0
1190,바로 오늘 크리스마스,0
1191,많은 사람들 속에,0
1192,너만 내 눈에 보여,0
1193,의상 좋고 머리도 괜찮고,0
1194,얼굴 상태 나쁘지 않아,0
1195,오늘만 기다렸단 말야,0
1196,눈치껏 눈도 내린단 말야,0
1197,또박또박 연습한 멘트,0
1198,뚜벅뚜벅 걷는 발걸음이,0
1199,벌써 네 앞에 도착했어,0
1200,올해 크리스마스 선물은 나야,0
1201,귀요미 루돌프 남,0
1202,오늘이야 메리 크리스마스,0
1203,조금만 더 용길 낼게,0
1204,이 순간이 지나버리면,0
1205,널 놓칠지 몰라,0
1206,진심이 더 진심처럼 느껴지는 게,0
1207,바로 오늘 크리스마스이니까,0
1208,너와 나 영원히,0
1209,기세 마치 폭포,0
1210,관중들의 눈이 반짝해,0
1211,에서부터 딱,0
1212,차려진 식사,0
1213,허나 안 성급해,0
1214,성공이 쇄도해,0
1215,빈 공간에,0
1216,시작은 골방이었지만,0
1217,절대 안 해 덤벙,0
1218,과거는 컴컴해도,0
1219,미랜 번쩍해,0
1220,딱딱해져 가지,0
1221,더 내 빡빡머리,0
1222,벌써 나인 곧 30,0
1223,이제 전성기의 나이,0
1224,나잇값 하지 난,0
1225,쉽게 올라타,0
1226,손흥민이 형처럼,0
1227,함성 소리가 날 덮쳐,0
1228,기회가 왔어,0
1229,그래 닿으려 해 대기권,0
1230,난 바닥으로 떨어진 적이 없지,0
1231,"1, 2등 말고는 재미없어",0
1232,패배도 있었기에 더욱더,0
1233,단단해지는 법 배운 거지,0
1234,다른 말 안 해 지금,0
1235,이기는 거에만 다 쏟아,0
1236,팀 그릴즈 각자 자리로,0
1237,여기저기 다 있어 계속해,0
1238,트랩 붐뱁 드릴 상관없이 다 뱉어,0
1239,유행 같은 건 타지 않아 내 거는,0
1240,봄 여름 가을 겨울 싹 다 제철,0
1241,올라갈라니 너무 높아 어떡해,0
1242,(우린 안 떨어져 절대),0
1243,못 돼 겁쟁이,0
1244,언제나 멋대로 했더니,0
1245,랩 머니가 내 눈앞에,0
1246,다 이루기 위해서 목표,0
1247,내 생각 일단 펼쳐놓고 점쳐,0
1248,단 한 번만 봐도,0
1249,내 눈에는 딱 답 나오지,0
1250,올라가 난 위,0
1251,난 매일 바래왔지 꼭대기,0
1252,이건 우릴 위하여,0
1253,더 위 위,0
1254,올라가 난 위,0
1255,난 매일 바래왔지 꼭대기,0
1256,이건 우릴 위하여,0
1257,더 위 위 위,0
1258,실패 절대 두렵지 않아,0
1259,넘어져도 포기 따윈 안혀,0
1260,앞에 날 막는 장애물이 있더라도,0
1261,멈칫하지 않어,0
1262,깊게 숨을 들이마신 후,0
1263,이륙 준비 후에 날어,0
1264,결국 트로피를 거머쥐고 나서,0
1265,기회를 바로 잡어,0
1266,내가 꿈꿔 왔던 거 눈을 감으니,0
1267,들리지 함성 소리,0
1268,누가 뭐라든 오직 내 목표는 하나,0
1269,난 황소고집,0
1270,플리키뱅 칠린호미,0
1271,노윤하 블라세 키츠요지,0
1272,우리 팀은 국가대표 너네 팀들은,0
1273,귀여워 마치 슛돌이,0
1274,너랑 나랑 몸싸움을 한다면,0
1275,보내버려 멀리,0
1276,너가 만약 내 팀을 건든다면,0
1277,벤치클리어링,0
1278,귓가엔 이젠 이명,0
1279,대신 울려 승리의 나팔소리,0
1280,둘 셋 넷 다섯 훈련해,0
1281,굴렀지 매일 밤,0
1282,처박아 맨땅에,0
1283,어차피 모 아님 도,0
1284,내가 못할 게 뭐 있어,0
1285,고생 다음에는 빛이,0
1286,얘기했지,0
1287,난 포기했고 왔어 여기에 다시,0
1288,보였어 드디어 성공이 앞에,0
1289,올라가 난 위,0
1290,난 매일 바래왔지 꼭대기,0
1291,이건 우릴 위하여,0
1292,더 위 위,0
1293,올라가 난 위,0
1294,난 매일 바래왔지 꼭대기,0
1295,이건 우릴 위하여,0
1296,더 위 위 위,0
1297,안 멈추지 있어도 그 스톱사인,0
1298,한국 남자 래퍼들 다 미녀,0
1299,걔가 뭐라 하든 나는 위너,0
1300,"내 인생은 천만 관람 무비,",0
1301,너는 그냥 유튜브에 있는 클립,0
1302,안 받아 난 졸림,0
1303,이젠 다 소리쳐,0
1304,난 귀신같이 갑자기 튀어나왔어,0
1305,걔네들 거짓말 치는 거,0
1306,딱 보니까 전부 다 들렸어 사탄,0
1307,내 맛은 넘 매워 불닭이,0
1308,올라가 난 위,0
1309,난 매일 바래왔지 꼭대기,0
1310,이건 우릴 위하여,0
1311,더 위 위 위,0
1312,올라가 난 위,0
1313,난 매일 바래왔지 꼭대기,0
1314,이건 우릴 위하여,0
1315,더 위 위 위 위,0
1316,내가 좋아하는 걸 더 좋아했었죠,0
1317,괜한 투정 부려도 화낸 적 없었죠,0
1318,나쁜 일이 있어도,0
1319,날 보면 환히 웃었던,0
1320,그대에게 아무것도 해 준게 없네요,0
1321,무언지 모르고 받기만 했던 것들,0
1322,나 이제야 알 것 같아요 사랑이란 걸,0
1323,나는 그대를 알고 사랑을 알고,0
1324,이별을 알았죠,0
1325,다시 웃게 해줄 사람도 그대뿐이에요,0
1326,그대 사랑이 깊어 마음이 아파,0
1327,눈물이 가려서,0
1328,한걸음도 못가잖아요,0
1329,차가운 내 두 손을 놓은 적 없었죠,0
1330,아프기라도 하면 밤새워 지키고,0
1331,나의 몸과 마음을 나보다 아껴주었던,0
1332,그대에게 못나게도 상처만 줬네요,0
1333,헤어지잔 말은 꺼낸 적 없었지만,0
1334,변해간 마음까지도 감싸주던 한사람,0
1335,나는 그대를 알고 사랑을 알고,0
1336,이별을 알았죠,0
1337,다시 웃게 해줄 사람도 그대뿐이에요,0
1338,그대 사랑이 깊어,0
1339,마음이 아파 눈물이 가려서,0
1340,한걸음도 못가서,0
1341,자꾸만 돌아보는 나인 걸,0
1342,한 달이 가고 일 년이 가고,0
1343,십년이 지나도,0
1344,그대 나를 몰라도 나를 잊어도,0
1345,다른 사랑해도,0
1346,내가 기다리는 사람은 그대뿐이에요,0
1347,다시 믿게 할 사람 웃게 할 사람,0
1348,사랑할 한사람,0
1349,오직 그대인 걸 아니까,0
1350,첫눈 오는 이런 오후에,0
1351,너에게 전화를 걸 수만,0
1352,있다면 기쁠텐데,0
1353,벌써 일년이 지났는데,0
1354,난 아직 미련 가득해서,0
1355,"""쓸쓸해"" 어느새 혼잣말",0
1356,(시계를 되돌려),0
1357,1년 전으로 갈 수 있다면,0
1358,(마음을 되돌려),0
1359,지금 우린 달라졌을까,0
1360,그래도 만약,0
1361,너를 만나면 눈물 차 올라,0
1362,바보 같은 난 아무 말 못해,0
1363,"말해줘 메리 메리 크리스마스,",0
1364,안녕 잘 지내는거지,0
1365,눈이 내리면 멍든 가슴이,0
1366,모두 하얗게 다 덮여지게 될까,0
1367,미안해 잘해주지 못해,0
1368,"후회만 가득 가득 했던,",0
1369,그 크리스마스,0
1370,불빛 가득한 거리거리,0
1371,혼자 걸었어,0
1372,다들 행복해 보여,0
1373,너는 언제나 공기처럼,0
1374,"있어줄 거란 착각에,",0
1375,"멍청히 보내,",0
1376,내가 너무 미안해,0
1377,(너무 흔한 얘기),0
1378,지나고 나면 너무 소중해,0
1379,(항상 지나치지),0
1380,왜 그때는 모르는 걸까,0
1381,지금은 다를 거야,0
1382,말해주고파,0
1383,너를 만나면 눈물 차 올라,0
1384,바보 같은 난 아무 말 못해,0
1385,"말해줘 메리 메리 크리스마스,",0
1386,안녕 잘 지내는거지,0
1387,눈이 내리면 멍든 가슴이,0
1388,모두 하얗게 다 덮여지게 될까,0
1389,눈물인지 눈 때문인지,0
1390,"점점 너 멀리 멀리 보이던,",0
1391,그 크리스마스,0
1392,정말 신기한 일이야 너의,0
1393,생각만으로 눈물 차 흐르니말야,0
1394,다시 너에게로 가고 싶어,0
1395,무슨 일이든 할 수 있어,0
1396,지금까지 삶이,0
1397,너를 만나면 눈물 차 올라,0
1398,바보 같은 난 아무 말 못해,0
1399,"말해줘 메리 메리 크리스마스,",0
1400,안녕 잘 지내는거지,0
1401,눈이 내리면 멍든 가슴이,0
1402,모두 하얗게 다 덮여지게 될까,0
1403,미안해 잘해주지 못해,0
1404,"후회만 가득 가득 했던,",0
1405,너를 만나면 눈물 차 올라,0
1406,(눈물 차 올라),0
1407,바보 같은 난 아무 말 못해,0
1408,(아무 말 못하는 나 인걸),0
1409,"말해줘 메리 메리 크리스마스,",0
1410,잘 지내는거지,0
1411,눈이 내리면 멍든 가슴이,0
1412,모두 하얗게 다 덮여지게 될까,0
1413,눈물인지 눈 때문인지,0
1414,"점점 너 멀리 멀리 보이던,",0
1415,그 크리스마스,0
1416,밤은 다시 길고 깊어졌네,0
1417,나는 점점 너로 잠 못 들게 돼,0
1418,글로 적어내긴 어려운 이 기분을,0
1419,너도 느꼈으면 좋겠는데,0
1420,너는 아무 생각 없이 몇 번,0
1421,나를 지나가며 웃은 거라지만,0
1422,나의 하얀 옷에 너의 잉크가 묻어,0
1423,닦아낼 수 없을 만큼 번졌네,0
1424,달콤한 색감이 물들어 조금씩,0
1425,정신을 차렸을 땐 알아볼 수도 없지,0
1426,가득 찬 마음이 여물다 못해,0
1427,터지고 있어,0
1428,내일은 말을 걸어봐야지,0
1429,요즘 노랜 뭔가 맘에 안 들어,0
1430,네게 불러 주기엔 좀 어려워서,0
1431,나름 며칠 밤을 새워 연습했지만,0
1432,네게 들려주기엔 무리인 것 같아,0
1433,너는 번질수록 진해져 가고,0
1434,나의 밤은 좀 더 길고 외롭지만,0
1435,하루종일 떠오르는 너의 얼굴은,0
1436,방을 가득 채워 무지개같이,0
1437,달콤한 색감이 물들어 조금씩,0
1438,정신을 차렸을 땐 알아볼 수도 없지,0
1439,가득 찬 마음이 여물다 못해,0
1440,터지고 있어,0
1441,내일은 말을 걸어봐야지,0
1442,바람을 맞고 빗물에 젖어,0
1443,나의 색감도 흐려지겠지만,0
1444,너는 항상 빛에 반짝일 테니까,0
1445,멋진 말들을 전하지 못하고,0
1446,아무도 관심 없는 그림이 되겠지만,0
1447,달콤한 색감은 감추지 못해,0
1448,터지고 있어,0
1449,내일은 말을 걸어봐야지,0
1450,그냥 이 노래가 어떨까 싶어,0
1451,갓 10대가 됐을 때,0
1452,그때 내가 널 보지 못했다면,0
1453,어땠을까 해,0
1454,흐린 추억 속에 네게 안겨 잠드네,0
1455,나는 또 네 얘기를 꺼내,0
